Partition	Axis	Class	Language_ID	N_Reviewed_Frame_Families	N_Attested_Reviewed	N_Attested_Unreviewed	N_Missing	N_D_No_R	N_R_No_D	N_Mixed_DR	N_Other_No_DR	N_Uncertain_No_DR	N_Other_And_Uncertain_No_DR	N_Borrowed_Only	N_D_Bearing	N_R_Bearing	N_DR_Informative	N_Any_Uncertain	N_Any_Other	N_Any_Borrowed	N_Partially_Reviewed_Families	D_Over_DR	D_Over_Attested_Reviewed	D_Proportion_DR	D_Proportion_Attested_Reviewed
primary	Domain_Apical_Group	long-apical-input / alveolar	Naikri	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / alveolar	Paliya	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / alveolar	PaluKurumba	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / alveolar	Parji	4	1	0	3	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / alveolar	Pengo	4	2	0	2	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0/2	0/2	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / alveolar	Sholaga	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / alveolar	Tamil	4	3	0	1	0	3	0	0	0	0	0	0	3	3	0	0	0	0	0/3	0/3	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / alveolar	Telugu	4	3	0	1	0	3	0	0	0	0	0	0	3	3	0	0	0	0	0/3	0/3	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / alveolar	Toda	4	1	0	3	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / alveolar	Tulu	4	2	0	2	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0/1	0/2	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / alveolar	Urali	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / alveolar	markodi	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	AluKurumba	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	Badaga	5	2	0	3	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0/2	0/2	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Belari	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	BettaKurumba	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	Brahui	5	2	0	3	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0/0	0/2		0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Eravallan	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	Gadaba	5	2	0	3	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0/2	0/2	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Gondi	5	2	0	3	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0/2	0/2	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Irula	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	Kadar	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	Kannada	5	4	0	1	0	4	0	0	0	0	0	0	4	4	0	1	0	0	0/4	0/4	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Kodagu	5	2	0	3	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0/2	0/2	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Kolami	5	2	0	3	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0/2	0/2	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Konda	5	3	0	2	0	3	0	0	0	0	0	0	3	3	0	0	0	0	0/3	0/3	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Koraga	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	Kota	5	2	0	3	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0/2	0/2	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Kudiya	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	Kui	5	3	0	2	0	3	0	0	0	0	0	0	3	3	0	0	0	0	0/3	0/3	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Kurumba	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	Kurux	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	Kuwi	5	3	0	2	0	3	0	0	0	0	0	0	3	3	0	0	0	0	0/3	0/3	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	MalaMalasar	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	MalaPulaya	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	Malasar	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	Malayalam	5	2	0	3	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0/2	0/2	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Malto	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	Manda	5	3	0	2	0	3	0	0	0	0	0	0	3	3	0	0	0	0	0/3	0/3	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Mannan	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	Muduga	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	Muthuvan	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	Naiki	5	1	0	4	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Naikri	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	Paliya	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	PaluKurumba	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	Parji	5	3	0	2	0	3	0	0	0	0	0	0	3	3	0	0	0	0	0/3	0/3	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Pengo	5	3	0	2	0	3	0	0	0	0	0	0	3	3	0	0	0	0	0/3	0/3	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Sholaga	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	Tamil	5	3	0	2	0	3	0	0	0	0	0	0	3	3	0	0	0	0	0/3	0/3	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Telugu	5	4	0	1	0	4	0	0	0	0	0	0	4	4	2	0	0	0	0/4	0/4	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Toda	5	2	0	3	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0/1	0/2	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Tulu	5	2	0	3	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0/2	0/2	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / lateral	Urali	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / lateral	markodi	5	1	0	4	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	AluKurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Badaga	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Belari	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	BettaKurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Brahui	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Eravallan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Gadaba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Gondi	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Irula	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Kadar	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Kannada	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Kodagu	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Kolami	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Konda	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Koraga	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Kota	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0/0	0/1		0.0
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Kudiya	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Kui	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Kurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Kurux	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Kuwi	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	MalaMalasar	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	MalaPulaya	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Malasar	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Malayalam	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Malto	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0/0	0/1		0.0
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Manda	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Mannan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Muduga	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Muthuvan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Naiki	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Naikri	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Paliya	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	PaluKurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Parji	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Pengo	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Sholaga	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Tamil	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Telugu	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1/1	1/1	1.0	1.0
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Toda	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Tulu	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0/0	0/1		0.0
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	Urali	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / retroflex-approximant	markodi	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	AluKurumba	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Badaga	3	1	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / rhotic	Belari	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	BettaKurumba	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Brahui	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Eravallan	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Gadaba	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Gondi	3	1	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / rhotic	Irula	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Kadar	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Kannada	3	1	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / rhotic	Kodagu	3	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0/0	0/1		0.0
primary	Domain_Apical_Group	long-apical-input / rhotic	Kolami	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Konda	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Koraga	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Kota	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Kudiya	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Kui	3	1	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1/1	1/1	1.0	1.0
primary	Domain_Apical_Group	long-apical-input / rhotic	Kurumba	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Kurux	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Kuwi	3	1	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1/1	1/1	1.0	1.0
primary	Domain_Apical_Group	long-apical-input / rhotic	MalaMalasar	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	MalaPulaya	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Malasar	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Malayalam	3	1	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / rhotic	Malto	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Manda	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Mannan	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Muduga	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Muthuvan	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Naiki	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Naikri	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Paliya	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	PaluKurumba	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Parji	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Pengo	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Sholaga	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Tamil	3	2	0	1	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0/2	0/2	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / rhotic	Telugu	3	3	0	0	0	1	1	0	0	1	0	1	2	2	1	1	0	0	1/2	1/3	0.5	0.333333
primary	Domain_Apical_Group	long-apical-input / rhotic	Toda	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	Tulu	3	1	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	long-apical-input / rhotic	Urali	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	long-apical-input / rhotic	markodi	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	AluKurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Badaga	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Belari	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	BettaKurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Brahui	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0/0	0/1		0.0
primary	Domain_Apical_Group	mixed-across-related-entries	Eravallan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Gadaba	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	mixed-across-related-entries	Gondi	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	mixed-across-related-entries	Irula	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Kadar	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Kannada	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	mixed-across-related-entries	Kodagu	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Kolami	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	mixed-across-related-entries	Konda	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	mixed-across-related-entries	Koraga	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Kota	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Kudiya	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Kui	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	mixed-across-related-entries	Kurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Kurux	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Kuwi	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	mixed-across-related-entries	MalaMalasar	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	MalaPulaya	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Malasar	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Malayalam	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Malto	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Manda	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Mannan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Muduga	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Muthuvan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Naiki	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
primary	Domain_Apical_Group	mixed-across-related-entries	Naikri	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
primary	Domain_Apical_Group	mixed-across-related-entries	Paliya	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
